timestamp,warehouse_id,warehouse_name,warehouse_type,power_kwh,temp_celsius,ambient_temp,compressor_status,door_open_count,defrost_status,inventory_kg,meter_reading
2026-05-04 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.93,38.4,0,3,0,15323.0,104309.99
2026-05-04 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,6.53,37.8,0,1,0,15328.0,104310.26
2026-05-04 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,73.35,4.84,37.7,1,4,1,15404.0,104383.63
2026-05-04 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,62.64,2.8,34.2,1,4,0,15325.0,104446.24
2026-05-04 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,3.43,31.4,0,6,0,15311.0,104447.67
2026-05-04 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.92,30.6,0,1,0,15167.0,104447.87
2026-05-04 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.49,27.6,0,4,0,15089.0,104448.82
2026-05-04 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.02,26.7,0,4,0,15000.0,104449.74
2026-05-04 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,49.62,2.73,26.8,0,3,0,15124.0,104499.4
2026-05-04 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.12,23.9,0,3,0,15276.0,104500.14
2026-05-04 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.21,3.93,24.4,0,4,1,15369.0,104510.39
2026-05-04 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.33,24.2,0,4,0,15000.0,104511.37
2026-05-04 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.83,24.9,0,3,0,15000.0,104512.08
2026-05-04 17:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.28,25.2,0,3,0,15000.0,104512.8
2026-05-04 18:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,57.25,3.1,29.2,0,1,0,15000.0,104570.06
2026-05-04 19:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.64,29.9,0,3,0,15000.0,104570.75
2026-05-04 20:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.23,32.2,0,4,0,15000.0,104571.74
2026-05-04 21:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,4.82,33.8,0,1,0,15014.0,104571.99
2026-05-04 22:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.59,5.92,37.3,0,1,1,15000.0,104582.55
2026-05-04 23:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,6.56,36.1,0,2,0,15000.0,104583.08
2026-05-05 00:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,61.24,4.51,39.2,0,1,0,15000.0,104644.34
2026-05-05 01:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.26,39.3,0,4,0,15000.0,104645.32
2026-05-05 02:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,5.97,40.3,0,1,0,15000.0,104645.6
2026-05-05 03:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,6.72,40.0,0,4,0,15098.0,104646.58
2026-05-05 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,64.05,4.75,38.3,0,4,0,15030.0,104710.62
2026-05-05 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.45,38.1,0,4,0,15028.0,104711.59
2026-05-05 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,70.67,3.84,37.0,1,4,1,15000.0,104782.27
2026-05-05 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,55.5,1.76,33.9,1,2,0,15000.0,104837.74
2026-05-05 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,2.41,32.7,0,4,0,15098.0,104838.71
2026-05-05 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,2.95,29.9,0,4,0,15179.0,104839.65
2026-05-05 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.47,28.3,0,4,0,15164.0,104840.57
2026-05-05 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.02,26.8,0,3,0,15066.0,104841.26
2026-05-05 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,4.55,24.3,0,6,0,15000.0,104842.69
2026-05-05 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.01,24.9,0,3,0,15075.0,104843.44
2026-05-05 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,59.79,3.1,24.0,0,1,1,15000.0,104903.22
2026-05-05 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,3.57,23.7,0,6,0,15117.0,104904.65
2026-05-05 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.01,24.4,0,3,0,15078.0,104905.37
2026-05-05 17:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,4.53,25.9,0,6,0,15000.0,104906.8
2026-05-05 18:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.01,28.2,0,3,0,15000.0,104907.56
2026-05-05 19:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,56.71,2.74,30.1,0,1,0,15000.0,104964.23
2026-05-05 20:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.33,31.4,0,4,0,15000.0,104965.15
2026-05-05 21:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.97,35.3,0,4,0,15103.0,104966.09
2026-05-05 22:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.8,5.02,36.0,0,4,1,15000.0,104976.93
2026-05-05 23:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,2.64,5.81,37.4,0,11,0,15039.0,104979.61
2026-05-06 00:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,6.48,39.3,0,2,0,15223.0,104980.11
2026-05-06 01:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,56.32,4.43,40.0,0,1,0,15305.0,105036.39
2026-05-06 02:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,5.13,40.2,0,2,0,15307.0,105036.92
2026-05-06 03:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.86,39.1,0,4,0,15310.0,105037.84
2026-05-06 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,6.62,40.1,0,1,0,15425.0,105038.06
2026-05-06 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,63.1,4.54,37.0,1,1,0,15530.0,105101.15
2026-05-06 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,70.36,2.85,35.3,1,2,1,15433.0,105171.54
2026-05-06 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.38,33.6,0,1,0,15178.0,105171.73
2026-05-06 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,4.01,31.4,0,6,0,15196.0,105173.19
2026-05-06 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,4.5,31.4,0,1,0,15310.0,105173.39
2026-05-06 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.95,27.3,0,4,0,15369.0,105174.37
2026-05-06 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,57.239999999999995,2.78,27.8,0,6,0,15511.0,105230.82
2026-05-06 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,3.25,23.7,0,6,0,15673.0,105232.27
2026-05-06 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.69,25.3,0,4,0,15482.0,105233.19
2026-05-06 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,11.66,4.55,24.0,0,6,1,15487.0,105244.84
2026-05-06 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,4.94,24.8,0,1,0,15359.0,105245.07
2026-05-06 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,56.35,2.73,25.2,0,4,0,15421.0,105301.44
2026-05-06 17:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.24,25.4,0,4,0,15237.0,105302.37
2026-05-06 18:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.8,28.3,0,3,0,15147.0,105303.12
2026-05-06 19:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.35,30.0,0,4,0,15289.0,105304.11
2026-05-06 20:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,4.9,33.6,0,1,0,15499.0,105304.32
2026-05-06 21:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.57,34.8,0,3,0,15577.0,105305.04
2026-05-06 22:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.33,6.63,35.2,0,3,1,15659.0,105315.34
2026-05-06 23:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,63.25,4.47,36.2,0,2,0,15517.0,105378.61
2026-05-07 00:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,5.19,38.7,0,2,0,15603.0,105379.11
2026-05-07 01:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,5.84,39.8,0,3,0,15798.0,105379.81
2026-05-07 02:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,6.54,38.6,0,3,0,15792.0,105380.53
2026-05-07 03:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,59.27,4.54,39.7,0,3,0,15544.0,105439.85
2026-05-07 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.24,37.9,0,4,0,15624.0,105440.79
2026-05-07 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.87,36.9,0,4,0,15562.0,105441.7
2026-05-07 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,28.6,4.19,35.9,1,4,1,15677.0,105511.13
2026-05-07 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,56.24,2.05,34.5,1,2,0,15613.0,105567.42
2026-05-07 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,2.55,31.9,0,1,0,15489.0,105567.67
2026-05-07 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.06,29.0,0,3,0,15725.0,105568.43
2026-05-07 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.55,27.4,0,4,0,15751.0,105569.37
2026-05-07 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,4.0,26.2,0,1,0,15824.0,105569.66
2026-05-07 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.42,24.6,0,3,0,15755.0,105570.33
2026-05-07 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.87,22.4,0,3,0,15573.0,105571.0
2026-05-07 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.51,5.8,25.3,0,6,1,15544.0,105581.49
2026-05-07 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,54.32,3.59,24.5,1,4,0,15913.0,105635.85
2026-05-07 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,54.05,1.26,25.0,1,3,0,15798.0,105689.95
2026-05-07 17:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,1.67,26.5,0,3,0,15708.0,105690.65
2026-05-07 18:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,2.24,27.5,0,4,0,15578.0,105691.59
2026-05-07 19:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,2.86,30.6,0,4,0,15577.0,105692.55
2026-05-07 20:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.45,32.1,0,1,0,15473.0,105692.81
2026-05-07 21:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.05,34.5,0,3,0,15349.0,105693.55
2026-05-07 22:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,9.78,5.07,35.3,0,1,1,15183.0,105703.28
2026-05-07 23:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,5.76,39.2,0,2,0,15015.0,105703.8
2026-05-08 00:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,6.4,38.4,0,2,0,15000.0,105704.31
2026-05-08 01:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,58.68,4.32,39.0,0,1,0,15006.0,105762.95
2026-05-08 02:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,5.0,40.2,0,2,0,15000.0,105763.41
2026-05-08 03:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.74,39.0,0,4,0,15000.0,105764.37
2026-05-08 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,6.44,39.3,0,3,0,15000.0,105765.12
2026-05-08 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,59.17,4.4,38.3,1,1,0,15000.0,105824.25
2026-05-08 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,29.825,3.825,35.45,1,2,0,15000.0,105858.205
2026-05-08 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,3.25,32.6,0,2,0,15000.0,105892.16
2026-05-08 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.8,32.2,0,1,0,15000.0,105892.43
2026-05-08 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.26,28.6,0,3,0,15000.0,105893.14
2026-05-08 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,4.71,27.5,0,3,0,15006.0,105893.86
2026-05-08 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,5.1,26.0,0,1,0,15126.0,105894.14
2026-05-08 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,56.27,2.89,25.7,0,4,0,15000.0,105950.46
2026-05-08 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.31,25.4,0,3,0,15000.0,105951.15
2026-05-08 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,11.3,4.15,24.5,0,3,1,15000.0,105962.44
2026-05-08 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.58,23.8,0,4,0,15010.0,105963.38
2026-05-08 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,5.11,26.0,0,6,0,15041.0,105964.82
2026-05-08 17:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,53.26,2.87,26.0,0,4,0,15000.0,106018.06
2026-05-08 18:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.38,28.3,0,3,0,15000.0,106018.77
2026-05-08 19:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,3.94,31.6,0,4,0,15105.0,106019.75
2026-05-08 20:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.46,33.0,0,4,0,15056.0,106020.74
2026-05-08 21:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.48,5.01,33.3,0,2,0,15000.0,106021.22
2026-05-08 22:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.6,6.06,36.0,0,3,1,15201.0,106031.82
2026-05-08 23:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.92,6.74,37.5,0,8,0,15301.0,106033.76
2026-05-09 00:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,58.43,4.65,39.1,0,2,0,15393.0,106092.2
2026-05-09 01:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,5.37,40.6,0,4,0,15434.0,106093.2
2026-05-09 02:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,6.12,40.5,0,4,0,15706.0,106094.2
2026-05-09 03:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,6.81,39.9,0,4,0,15651.0,106095.11
2026-05-09 04:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,60.59,4.81,39.6,0,3,0,15548.0,106155.66
2026-05-09 05:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,5.45,37.3,0,1,0,15606.0,106155.94
2026-05-09 06:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,67.66,3.75,36.8,1,1,1,15545.0,106223.58
2026-05-09 07:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,54.83,1.67,33.3,1,4,0,15491.0,106278.37
2026-05-09 08:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,1.44,2.34,32.6,0,6,0,15381.0,106279.85
2026-05-09 09:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,2.96,31.0,0,3,0,15430.0,106280.56
2026-05-09 10:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.33,27.4,0,1,0,15281.0,106280.78
2026-05-09 11:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.72,3.81,27.5,0,3,0,15360.0,106281.55
2026-05-09 12:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.37,25.3,0,4,0,15224.0,106282.49
2026-05-09 13:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.96,4.85,24.4,0,4,0,15238.0,106283.44
2026-05-09 14:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,10.31,5.64,24.4,0,3,1,15264.0,106293.77
2026-05-09 15:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,50.23,3.39,24.6,0,1,0,15490.0,106344.01
2026-05-09 16:00:00,WH-A001,高温蔬果冷库（新设备）,高温库,0.24,3.77,26.3,0,1,0,15429.0,106344.28
